ID,Requirement,Applicable,Status Before,Evidence Before,Gap,Fix Needed,Status After,Evidence After,Files Changed,Notes
U.2.6-084,Does the web form introduction comply with GWS? Containing: - Title - Brief Description - Form Purpose,Yes,PARTIAL,"templates/enrollment/create.html:61-62 shows a card-header title + one-line description (""Select governorate then city or search by kindergarten name""); templates/auth/register.html:27 has title ""Parent Registration"" with no description/purpose text","Titles exist on most forms; explicit purpose statements are inconsistent/missing on several forms (e.g. register.html has no descriptive paragraph, only a title)","Add a brief purpose/description line under every major form's title (registration, enrollment, daily report, etc.)",PARTIAL,"templates/enrollment/create.html:61-62 shows a card-header title + one-line description (""Select governorate then city or search by kindergarten name""); templates/auth/register.html:27 has title ""Parent Registration"" with no description/purpose text",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-085,Does the Introduction mention the approximated time needed to finish filling the form?,Yes,MISMATCH,"NOT FOUND - grepped enrollment/create.html, auth/register.html, reports/form.html for ""minutes"", ""estimated time"", ""دقيقة"" near form intros; none found",No form in the app states an estimated completion time anywhere,"Add ""Estimated time to complete: X minutes"" text to multi-step forms (registration, enrollment)",MATCH,"register.html now states ""Create your parent account in about 3 minutes""; enrollment/create.html states ""about 5 minutes"" in its pre-form notice.","templates/auth/register.html, templates/enrollment/create.html",
U.2.6-086,Does the introduction define any pre-request documents or processes to complete a web form before the site visitor starts filling the form?,Yes,MISMATCH,"NOT FOUND - grepped form intros (register.html, enrollment/create.html) for pre-requisite/required-documents notices; none found before the form starts","Forms don't tell users what documents/info they'll need before starting (e.g., national ID, child birth certificate) until the relevant step is reached","Add a pre-form checklist/notice listing required documents (ID, passport, etc.) before the wizard begins",MATCH,"enrollment/create.html now shows a notice listing required documents (birth certificate, health certificate) before the wizard steps begin.",templates/enrollment/create.html,
U.2.6-087,"Is the web form kept simple, asking the site visitor to enter the needed information only?",Yes,MATCH,"templates/auth/register.html fields are minimal (name, gender, phone, nationality, address, email, password) and templates/enrollment/create.html splits required info across logical wizard steps, avoiding one giant form","None — forms collect only necessary info, broken into digestible steps",None,MATCH,"templates/auth/register.html fields are minimal (name, gender, phone, nationality, address, email, password) and templates/enrollment/create.html splits required info across logical wizard steps, avoiding one giant form",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-088,Are web forms keyboard-friendly? Can the visitor move through the form using the keyboard?,Yes,MATCH,"Native HTML form elements (`<input>`,`<select>`,`<textarea>`) throughout; templates/enrollment/create.html:745 custom kg-list items use `tabindex=""0""` and `onkeydown` Enter-key handling for keyboard activation; no negative tabindex traps found outside modals (line 353, standard Bootstrap modal pattern)",None found — standard tab order preserved; no keyboard traps identified in the checked forms,None,MATCH,"Native HTML form elements (`<input>`,`<select>`,`<textarea>`) throughout; templates/enrollment/create.html:745 custom kg-list items use `tabindex=""0""` and `onkeydown` Enter-key handling for keyboard activation; no negative tabindex traps found outside modals (line 353, standard Bootstrap modal pattern)",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-089,"Do fields and value choices follow logical sequencing? For example: Credit- card number, Expiration date, Security code for fields and a drop-down list of nationality in non-criminal service starts with Jordanian for value choices.",Yes,MATCH,templates/auth/register.html step ordering (Personal info -> Address -> Account) and templates/enrollment/create.html step ordering (Kindergarten -> Child -> Mother -> Review) follow logical real-world sequencing; nationality dropdown defaults to a select-first pattern (form-controls.html:46-48 Jordanian listed first),None — sequencing matches the example pattern given in the checklist (Jordanian-first nationality list),None,MATCH,templates/auth/register.html step ordering (Personal info -> Address -> Account) and templates/enrollment/create.html step ordering (Kindergarten -> Child -> Mother -> Review) follow logical real-world sequencing; nationality dropdown defaults to a select-first pattern (form-controls.html:46-48 Jordanian listed first),,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-090,Are mandatory fields kept minimum?,Yes,MATCH,"templates/enrollment/create.html has 7 required fields out of 15 form controls; templates/auth/register.html only marks first/last name, phone, email, password, terms-checkbox as required (optional: father's name, district, postal code)",None — mandatory fields are reasonably minimized relative to total fields collected,None,MATCH,"templates/enrollment/create.html has 7 required fields out of 15 form controls; templates/auth/register.html only marks first/last name, phone, email, password, terms-checkbox as required (optional: father's name, district, postal code)",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-091,Are mandatory fields clearly labeled or marked with (*) symbol?,Yes,MATCH,"static/css/kinjo.css:887-890 `.required::after { content: "" *""; color: var(--kinjo-danger); }` applied via `class=""form-label required""` consistently in templates/components/form-controls.html:9,24,43,54,60,71,87,103,126,131",None — mandatory fields are clearly marked with a red asterisk via a reusable CSS class,None,MATCH,"static/css/kinjo.css:887-890 `.required::after { content: "" *""; color: var(--kinjo-danger); }` applied via `class=""form-label required""` consistently in templates/components/form-controls.html:9,24,43,54,60,71,87,103,126,131",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-092,"Do web form fields provide examples and hints to help the visitor enter the proper information? For example: In credit card data form, give a hint where the visitor can find the CVV code.",Yes,PARTIAL,"templates/auth/register.html:124 password field has help_text ""Must contain at least 8 characters""; templates/auth/login.html:919 phone field has placeholder ""Example: 07XXXXXXXX""; but enrollment/create.html fields (street, city, national ID) have no inline hint/example text beyond a pattern attribute","Hints exist for password and one phone field; most other fields (address, national ID format ""10 digits"" only in invalid-feedback, not as a hint) lack proactive example text","Add form-text hint/example under each field needing format guidance (address, national ID, etc.), not just on validation failure",PARTIAL,"templates/auth/register.html:124 password field has help_text ""Must contain at least 8 characters""; templates/auth/login.html:919 phone field has placeholder ""Example: 07XXXXXXXX""; but enrollment/create.html fields (street, city, national ID) have no inline hint/example text beyond a pattern attribute",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-093,"Do fields support default values? For example, same day date for date entry fields.",Yes,MATCH,"templates/reports/form.html:32 date field `value=""{{ today }}"" readonly`; templates/attendance/daily.html:196 `value=""{{ today }}""`; templates/reports/parent_list.html:34 and daily_reports_organization.html:88 same pattern",None — date fields default to current date as the checklist example specifies,None,MATCH,"templates/reports/form.html:32 date field `value=""{{ today }}"" readonly`; templates/attendance/daily.html:196 `value=""{{ today }}""`; templates/reports/parent_list.html:34 and daily_reports_organization.html:88 same pattern",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-094,Does the web form have pre-defined inputs? For example: Drop-down lists and radio buttons.,Yes,MATCH,"134 `<select>` dropdowns and 23 `<input type=""radio"">` found across templates (grep count); e.g. form-controls.html:10-15 gender select, :44-49 nationality select",None — pre-defined inputs (dropdowns/radio) are used extensively throughout forms,None,MATCH,"134 `<select>` dropdowns and 23 `<input type=""radio"">` found across templates (grep count); e.g. form-controls.html:10-15 gender select, :44-49 nationality select",,No code change made in this audit pass; see Gap / Fix Needed.
U.2.6-095,"Do web forms mention require types, units, or data formats? For example, JOD, Meters, phone number 07XXXXXXXX, etc.",Yes,PARTIAL,"templates/auth/login.html:919,1080-1081 shows phone format hint ""07XXXXXXXX""; templates/admin_base.html:500-502 formats currency with ""JOD"" label; but enrollment/create.html and form-controls.html address/national-ID fields don't state units/format inline (format only enforced via `pattern=""[0-9]{10}""` silently)","Format/unit hints exist in a few places (login phone, currency display) but are not consistently surfaced as visible hint text on most data-entry fields","Add visible format/unit hint text (not just HTML pattern attributes) to fields like national ID, postal code, phone across all forms",PARTIAL,"templates/auth/login.html:919,1080-1081 shows phone format hint ""07XXXXXXXX""; templates/admin_base.html:500-502 formats currency with ""JOD"" label; but enrollment/create.html and form-controls.html address/national-ID fields don't state units/format inline (format only enforced via `pattern=""[0-9]{10}""` silently)",,No code change made in this audit pass; see Gap / Fix Needed.
